Brand,Model,Year_of_Manufacture,Condition,Transmission,Fuel_Type,Engine_Capacity,Mileage,Price_LKR
Daihatsu,Other Model,2017,Used,Automatic,Petrol,650,63987,6390000
Toyota,Premio,2013,Used,Automatic,Petrol,1500,138452,11650000
Suzuki,Wagon R,2024,Brand New,Automatic,Hybrid,660,1800,8500000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,17350000
Volkswagen,Tiguan,2018,Used,Automatic,Petrol,1500,65800,17500000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11750000
Toyota,CHR,2018,Used,Automatic,Petrol,1498,89950,13575000
Suzuki,Wagon R FX,2016,Used,Automatic,Hybrid,660,112000,6200000
Jeep,Grand Cherokee,2017,Reconditioned,Automatic,Petrol,3000,115000,24900000
Mercedes Benz,S400,2014,Used,Automatic,Petrol,3498,49000,39900000
Mercedes Benz,GLA 200,2016,Used,Automatic,Petrol,1599,105000,15900000
Daihatsu,Mira,2026,Brand New,Automatic,Petrol,650,0,7250000
Mercedes Benz,G Wagon,2026,Brand New,Automatic,Petrol,4000,0,240000000
Toyota,Raize,2025,Reconditioned,Automatic,Hybrid,1200,11000,13750000
Toyota,Aqua,2012,Used,Automatic,Hybrid,1500,139000,7650000
Honda,City,2025,Used,Automatic,Petrol,1000,8500,2025
Suzuki,Maruti,2004,Used,Manual,Petrol,990,225000,2150000
Suzuki,Maruti,2006,Used,Manual,Petrol,800,105008,2400000
Toyota,Corolla,1995,Used,Manual,Diesel,1800,194000,2100000
Mitsubishi,Montero,2003,Used,Automatic,Petrol,3800,198542,12390000
Honda,Vezel,2025,Import,Automatic,Hybrid,1500,100,21100000
Daihatsu,Mira,2024,Reconditioned,Automatic,Petrol,660,5000,7350000
Honda,Vezel,2025,Reconditioned,Automatic,Hybrid,1500,1625,20000000
Mitsubishi,Montero,2012,Used,Automatic,Diesel,2500,175000,13975000
Toyota,Prius,2009,Used,Automatic,Hybrid,1800,190000,9200000
Nissan,Presea,1992,Used,Manual,Petrol,1500,285600,2475000
Peugeot,3008,2019,Used,Tiptronic,Petrol,1200,52700,15500000
Mitsubishi,Outlander,2014,Used,Automatic,Petrol,2000,169000,12300000
Toyota,Axio,2017,Used,Automatic,Hybrid,1500,105000,12450000
Toyota,Corolla,1980,Used,Manual,Petrol,1200,230000,850000
BAIC,X55 II,2025,Used,Automatic,Petrol,1500,6047,15000000
Toyota,Premio,2016,Used,Automatic,Petrol,1500,108000,15200000
Toyota,Premio,2017,Used,Automatic,Petrol,1500,128173,15200000
Toyota,Corolla,1980,Used,Manual,Petrol,1200,230000,850000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,990,0,11790000
Mitsubishi,Outlander,2025,Used,Automatic,Petrol,1500,3200,21250000
Kia,Sonet,2026,Brand New,Automatic,Petrol,990,0,12400000
Nissan,Roox,2023,Used,Automatic,Hybrid,660,33639,8700000
Toyota,Raize,2025,Reconditioned,Automatic,Hybrid,1200,4150,14350000
BAIC,X55 II,2026,Used,Tiptronic,Petrol,1500,1900,15600000
Lexus,IS 300h,2016,Used,Automatic,Hybrid,2500,76000,22000000
Hyundai,Santro,2007,Used,Manual,Petrol,1000,255844,2600000
Suzuki,Alto,2025,Reconditioned,Automatic,Hybrid,660,4000,7490000
Toyota,Axio,2013,Used,Automatic,Petrol,1490,89000,9000000
Suzuki,Alto,2025,Reconditioned,Automatic,Petrol,660,3400,7140000
Honda,Vezel,2017,Used,Automatic,Hybrid,1500,165000,11850000
Land Rover,Range Rover Sport,2018,Used,Automatic,Diesel,2000,61000,43500000
Toyota,Raize,2025,Reconditioned,Automatic,Hybrid,1200,8000,13850000
Toyota,Harrier,2025,Reconditioned,Automatic,Petrol,3000,2000,40000000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12400000
Toyota,Aqua,2013,Used,Automatic,Hybrid,1490,130000,7890000
Toyota,Land Cruiser Prado,2014,Used,Automatic,Petrol,2700,175000,32500000
Audi,Q5,2012,Used,Automatic,Petrol,2000,123000,13500000
Audi,Audi Q4 40 2024- Advance (Higher Range),2024,Used,Automatic,Electric,150,10000,35750000
Honda,Vezel,2014,Used,Automatic,Hybrid,1500,116000,9695000
Toyota,TUNDRA,2024,Used,Automatic,Petrol,3400,8000,65000000
Toyota,Yaris Ativ,2025,Brand New,Automatic,Petrol,1200,0,16500000
Mercedes Benz,A180,2024,Brand New,Automatic,Petrol,1330,12000,28000000
Toyota,Aqua,2012,Used,Automatic,Hybrid,1490,154000,7375000
Honda,Vezel,2025,Used,Automatic,Hybrid,1500,19000,18350000
Maruti Suzuki,800,2006,Used,Manual,Petrol,796,109000,2350000
Maruti Suzuki,800,2006,Used,Manual,Petrol,796,56230,2150000
Toyota,Other Model,2009,Used,Automatic,Diesel,2500,316190,7800000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,25,12350000
Toyota,Vitz KSP130,2018,Used,CVT Automatic,Petrol,1000,15400100,9600000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,990,3000,9390000
Toyota,Roomy,2024,Reconditioned,Automatic,Petrol,990,13950,10725000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,990,25000,9350000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,20,19800000
Suzuki,Spacia,2024,Reconditioned,Automatic,Petrol,650,7000,9650000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,1000,8000,9800000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,10950000
Suzuki,Alto,2017,Used,Automatic,Petrol,660,189160,5700000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,0,9750000
Daihatsu,Mira,2026,Brand New,Automatic,Petrol,660,300,7950000
Ssang Yong,Kyron,2008,Used,Automatic,Diesel,2000,155000,5200000
Mercedes Benz,E200,2023,Reconditioned,Automatic,Petrol,1500,9000,46900000
Land Rover,Defender,2026,Brand New,Automatic,Petrol,2000,0,79500000
Toyota,Harrier,2016,Used,Automatic,Petrol,2000,200000,19500000
Toyota,Alphard,2024,Reconditioned,Automatic,Petrol,2480,4000,64500000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,0,14650000
Audi,A3,2023,Excellent / Like Brand New,Automatic,Hybrid,1000,7000,19850000
Audi,Q7,2017,Used,Automatic,Petrol,2000,148000,25250000
Volkswagen,Polo,2019,Used,Automatic,Petrol,1000,46500,9800000
Toyota,Land Cruiser Prado,2025,Brand New,Automatic,Petrol,2700,0,64500000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,990,20000,10390000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,100,20350000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,50,18675000
Toyota,Crown,2014,Used,Automatic,Hybrid,2500,148000,32500000
BMW,525i,2025,Reconditioned,Automatic,Petrol,2000,4500,71000000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,15200000
Mercedes Benz,C200,2025,Reconditioned,Automatic,Petrol,1500,3000,47500000
Toyota,Allion,2012,Used,Automatic,Petrol,1490,165000,10200000
Mitsubishi,Montero,2013,Used,Automatic,Diesel,3200,124000,23000000
Honda,Vezel,2025,Brand New,Automatic,Petrol,1500,0,19800000
Honda,Vezel,2025,Brand New,Automatic,Petrol,1500,0,19800000
Land Rover,Defender,2025,Reconditioned,Automatic,Petrol,2000,4000,75000000
Toyota,Land Cruiser Prado,2025,Brand New,Automatic,Petrol,2700,0,64500000
Suzuki,Every,2024,Reconditioned,Automatic,Petrol,660,4722,7750000
Toyota,Roomy,- 2025,Brand New,Automatic,Petrol,1000,800,11150000
Suzuki,Spacia,2024,Used,Automatic,Hybrid,660,1200,9850000
Toyota,Raize,2024,Import,Automatic,Hybrid,1198,10500,14500000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,999,0,9800000
Tata,Nano,2017,Used,Tiptronic,Petrol,624,147845,2900000
BMW,218i,2024,Reconditioned,Automatic,Petrol,1500,6000,27250000
Toyota,Vitz,2007,Used,Automatic,Petrol,1000,186000,5800000
Daihatsu,Mira,2024,Reconditioned,Automatic,Petrol,660,5800,6975000
Kia,Carens,2025,Brand New,Automatic,Petrol,1500,0,20500000
Nissan,ROOX HIGHWAY STAR X,2024,Brand New,Automatic,Hybrid,660,0,9050000
Nissan,X-Trail,2002,Used,Automatic,Petrol,2000,201600,5695000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,10950000
Mercedes Benz,CLA 180,2024,Reconditioned,Automatic,Petrol,1330,9400,33500000
BMW,X1,2025,Reconditioned,Automatic,Petrol,1500,7500,34500000
Suzuki,Swift,2017,Used,Automatic,Petrol,1000,64200,8590000
Suzuki,Wagon R,2016,Used,Automatic,Hybrid,650,65000,6200000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,50,18675000
Toyota,Voxy,2025,Used,Automatic,Hybrid,1800,7700,29900000
Toyota,Land Cruiser 79,2025,Used,Manual,Diesel,2800,2000,33500000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14950000
Suzuki,Alto,2015,Used,Manual,Petrol,800,100000,4030000
Suzuki,Wagon R FX,2026,Brand New,Automatic,Petrol,660,0,8400000
Nissan,Teana,2013,Used,Automatic,Petrol,2500,114538,9975000
Toyota,Passo,2022,Used,Automatic,Petrol,996,30000,8200000
Land Rover,Discovery,2014,Used,Automatic,Diesel,3000,179800,24200000
BMW,Other Model,1993,Used,Manual,Petrol,1800,190000,3200000
MG,MG4 V Long Range,2024,Brand New,Automatic,Electric,200,0,16500000
Mercedes Benz,G Wagon,2026,Brand New,Tiptronic,Petrol,4000,0,235000000
Mercedes Benz,E200,2016,Used,Automatic,Petrol,2000,24000,27500000
Toyota,Avanza,2011,Used,Automatic,Petrol,1500,87800,7450000
Kia,Rio,2001,Used,Automatic,Petrol,1499,125000,2400000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11025000
Ford,Raptor Ranger,2025,Used,Automatic,Petrol,3000,25000,31500000
Toyota,Vitz,2007,Used,Automatic,Petrol,1000,134778,5600000
Daihatsu,Boon,2024,Brand New,Automatic,Petrol,990,0,8650000
Toyota,Land Cruiser Prado,2023,Reconditioned,Automatic,Petrol,2755,10000,53500000
Toyota,Rush,2018,Used,Automatic,Petrol,1500,133000,13300000
Honda,Civic,2008,Used,Automatic,Hybrid,1300,186000,6650000
Land Rover,Defender,2025,Used,Automatic,Petrol,2058,4000,66500000
Land Rover,Defender,2025,Reconditioned,Automatic,Petrol,1997,3000,67000000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,0,9750000
Nissan,Patrol,2014,Used,Automatic,Diesel,3000,226500,25750000
Nissan,Sunny,2002,Used,Automatic,Petrol,1300,240000,3875000
Honda,Vezel,2026,Brand New,Tiptronic,Hybrid,1500,0,21000000
BMW,318i,2016,Used,Tiptronic,Petrol,1500,35000,19800000
Honda,City,2024,Used,Automatic,Petrol,1498,24750,11900000
Mazda,Demio,2009,Used,Automatic,Petrol,1340,172000,5300000
Toyota,IST,2007,Used,Automatic,Petrol,1500,165000,7150000
Honda,Vezel,2025,Reconditioned,Automatic,Hybrid,1500,1832,16975000
HONDA,:Vezel,2025,Brand New,Automatic,Hybrid,1500,0,21900000
Daihatsu,Rocky,2025,Brand New,Automatic,Hybrid,1200,2763,14450000
Land Rover,Discovery Sport,2024,Reconditioned,Automatic,Hybrid,1498,2000,46000000
Honda,Vezel,2015,Used,Automatic,Petrol,1500,128000,10000000
Suzuki,Other Model,2025,Brand New,Automatic,Petrol,660,200,8790000
Toyota,Roomy,2025,Brand New,Automatic,Petrol,1000,1000,11550000
Datsun,Redi Go,2017,Used,Manual,Petrol,800,63000,3500000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,22,11650000
Toyota,Harrier,2024,Import,Automatic,Petrol,1986,9000,39000000
Toyota,Hilux,2007,Used,Manual,Diesel,2500,217000,9750000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,0,9750000
Volkswagen,Tiguan,2019,Used,Automatic,Petrol,1500,125000,12950000
Audi,Q7,2016,Used,Automatic,Petrol,3000,144000,34500000
BMW,420d,2014,Used,Automatic,Diesel,2000,66000,30500000
BMW,528i,2011,Used,Automatic,Petrol,2000,106000,18500000
Mitsubishi,Montero,2017,Used,Automatic,Diesel,2400,105000,27000000
Tata,Indica,2003,Used,Manual,Petrol,1400,100000,1345000
Mitsubishi,Lancer,1982,Used,Manual,Petrol,1400,100000,1150000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,15,12400000
Toyota,Vitz,2007,Used,Automatic,Petrol,1000,178093,6000000
Nissan,X-Trail,2015,Used,Automatic,Hybrid,2000,132500,9975000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21250000
BYD,Sealion 6,2025,Used,Automatic,Hybrid,1500,10000,20000000
Toyota,Vitz,2017,Used,Automatic,Petrol,990,124000,7975000
Suzuki,Wagon R FX,2024,Reconditioned,Automatic,Hybrid,660,3500,7700000
Peugeot,508,2011,Used,Automatic,Petrol,1600,121000,9500000
BMW,X1,2017,Used,Automatic,Petrol,1500,83000,13500000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,15200000
Suzuki,Swift,2017,Used,Automatic,Petrol,990,75000,8500000
Toyota,Premio,2017,Used,Automatic,Petrol,1500,125000,14850000
Nissan,X-Trail,2015,Used,Automatic,Hybrid,2000,143000,9350000
Mercedes Benz,E200,2025,Reconditioned,Automatic,Petrol,1999,3000,66000000
Suzuki,Wagon R,2024,Brand New,Automatic,Hybrid,660,235,8290000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,125,14275000
Land Rover,Range Rover,2025,Import,Automatic,Hybrid,3000,8000,160000000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,25,14600000
Audi,A3,2023,Reconditioned,Automatic,Petrol,999,4000,21000000
Hyundai,Santa Fe,2007,Used,Automatic,Petrol,2650,150000,7250000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,25,14550000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,26,14650000
Nissan,Magnite,2025,Used,Automatic,Petrol,1000,5600,8790000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,0,9430000
Land Rover,Range Rover,2025,Brand New,Automatic,Hybrid,2997,0,160000000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14900000
Mitsubishi,Montero,2013,Used,Tiptronic,Diesel,3200,154000,20000000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,19900000
Toyota,Raize,2025,Reconditioned,Automatic,Petrol,1000,4000,13675000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,20300000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14550000
Toyota,Aqua,2012,Used,Automatic,Hybrid,1490,154000,7375000
Perodua,Axia,2019,Used,Automatic,Petrol,1000,91100,6700000
BMW,i8,2019,Used,Automatic,Hybrid,1500,42500,36500000
Mercedes Benz,C350,2017,Used,Automatic,Petrol,2000,84637,18500000
Mercedes Benz,S400,2013,Used,Automatic,Petrol,3500,71745,37500000
Toyota,CHR,2017,Used,Automatic,Petrol,1500,70153,12850000
Mitsubishi,Outlander,2015,Used,Automatic,Petrol,2000,97500,14800000
Mitsubishi,Montero,2014,Used,Automatic,Diesel,3200,110000,30000000
MG,ZS,2019,Used,Automatic,Petrol,1000,83000,9090000
Land Rover,Range Rover,2019,Used,Automatic,Petrol,2000,57000,79500000
Toyota,Hilux,2025,Brand New,Automatic,Diesel,2800,0,30900000
Mercedes Benz,CLA 200,2019,Used,Automatic,Petrol,1332,63000,23900000
Land Rover,Range Rover,2019,Used,Automatic,Petrol,2000,82000,77500000
Audi,Q7,2016,Used,Automatic,Petrol,3000,74500,36500000
Land Rover,Range Rover,2024,Brand New,Automatic,Petrol,3000,786,148000000
Toyota,Belta,2007,Used,Automatic,Hybrid,1300,276000,6590000
Honda,CRV,2018,Used,Automatic,Petrol,2000,82250,16500000
Toyota,Taisor,2025,Used,Automatic,Petrol,1000,7000,11300000
Land Rover,Range Rover,2025,Brand New,Automatic,Petrol,3000,180,165000000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12650000
BMW,Z4,2012,Used,Automatic,Petrol,3000,37500,32500000
BMW,318i,2016,Used,Automatic,Petrol,1500,64000,18200000
BMW,318i,2018,Used,Automatic,Petrol,1500,97500,20000000
BMW,520d,2015,Used,Automatic,Diesel,2000,94500,32500000
Kia,Syros,2025,Brand New,Gearbox 7-Speed Dual-Clutch Automatic (DCT),Petrol,1000,0,12900000
Toyota,Land Cruiser Sahara,2015,Used,Automatic,Petrol,4600,61000,54500000
Audi,A1,2016,Used,Automatic,Petrol,1000,106000,8700000
Toyota,Taisor,2026,Brand New,Automatic,Hybrid,1000,0,11900000
Suzuki,Swift,2017,Used,Automatic,Petrol,1000,64200,8590000
Perodua,Axia,2019,Used,Automatic,Petrol,1000,91100,6700000
Audi,Q3,2024,Used,Automatic,Petrol,1500,13700,29500000
BMW,740e,2018,Used,Automatic,Petrol,2000,94500,34500000
Toyota,Yaris,2024,Import,Automatic,Petrol,1000,22000,9600000
Daihatsu,Mira,2025,Used,Automatic,Petrol,660,3000,7300000
Toyota,Premio,2010,Used,Automatic,Petrol,1500,196000,9300000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12200000
Toyota,Hilux,2016,Used,Automatic,Diesel,2400,163000,16900000
Mitsubishi,4DR,1980,Used,Manual,Diesel,2659,63210,4650000
Suzuki,Wagon R FX,2025,Used,Automatic,Petrol,660,11000,8300000
Datsun,Redi Go,2016,Used,Manual,Petrol,800,102500,3490000
Nissan,AD Wagon,1985,Used,Manual,Petrol,1300,150000,520000
Mitsubishi,Lancer,1977,Used,Manual,Petrol,1200,128000,775000
Mercedes Benz,CLA 180,2017,Used,Automatic,Petrol,1600,35000,19000000
Nissan,Dayz,2023,Reconditioned,Automatic,Petrol,660,20000,7585000
Mazda,Flair,1986,Used,Manual,Petrol,1290,118000,1500000
Mitsubishi,EK Custom,2024,Import,Automatic,Hybrid,650,5000,8000000
Chrysler,Other Model,2004,Used,Automatic,Petrol,3300,75000,4750000
Tata,Nano,2015,Used,Manual,Petrol,624,182350,2100000
Nissan,Sunny,1988,Used,Manual,Petrol,1300,319200,1750000
Mercedes Benz,Mercedes-Benz GLB 180 AMG Line Black Style,2025,High Grade Japan Unit,7G-DCT Automatic,Petrol,1330,5000,37500000
Nissan,Sunny,1996,Used,Automatic,Petrol,1500,162000,3175000
Jetour,Dashing,2025,Used,Tiptronic,Petrol,1500,4000,16800000
Kia,Syros,2026,Brand New,Automatic,Petrol,1000,0,13690000
Audi,Audi A3 Sportback 30 TFSI Signature Edition,2024,High Auction Grade Japan Unit,7-Speed S tronic Automatic,Petrol,1000,10000,16500000
Hyundai,Venue,2026,Brand New,Automatic,Petrol,1000,0,13980000
Toyota,Alphard,2024,Reconditioned,Automatic,Petrol,1800,14000,55500000
Toyota,Starlet,1997,Used,Automatic,Petrol,1450,175000,3250000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1196,20,13750000
Audi,Audi A3 Sedan 30 TFSI Advanced,2024,High Auction Grade Japan Unit,7-Speed S tronic Automatic,Petrol,1000,10000,20000000
Perodua,Viva Elite,2010,Used,Manual,Petrol,1000,295000,4300000
Toyota,CHR,2017,Used,Automatic,Petrol,1200,166000,12500000
Nissan,Dayz,2023,Reconditioned,Automatic,Petrol,659,19000,7390000
Honda,Freed,2012,Used,Automatic,Hybrid,1500,200000,8650000
Mitsubishi,L200,2015,Used,Manual,Diesel,2500,319000,9500000
Mazda,Familia,1992,Used,Manual,Petrol,1500,340000,1980000
Hyundai,Accent,2011,Used,Automatic,Petrol,1500,143000,6500000
Toyota,Land Cruiser 79,2018,Used,Manual,Diesel,4200,95500,35000000
Nissan,AD Wagon,1987,Used,Manual,Petrol,1500,65000,975000
Nissan,Sunny,1996,Used,Manual,Petrol,1500,180000,2500000
Nissan,Sunny,2003,Used,Automatic,Petrol,1580,168000,4750000
Suzuki,Wagon R,2025,Reconditioned,Automatic,Petrol,660,8400,7750000
Mitsubishi,Galant,1998,Used,Manual,Petrol,2500,191000,6000000
Mahindra,Thar,2025,Reconditioned,Automatic,Petrol,2000,1200,31000000
Kia,Sportage,2012,Used,Automatic,Diesel,2000,132000,8950000
Toyota,Vitz,2006,Used,Automatic,Petrol,1000,121000,5350000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,20900000
Renault,KWID,2017,Used,Automatic,Petrol,1000,92000,4450000
BMW,X1,2018,Used,Automatic,Petrol,1499,36000,17850000
Toyota,Hilux,2019,Used,Manual,Diesel,2982,189000,13450000
Toyota,Corolla,1991,Used,Automatic,Diesel,1600,100000,1450000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,660,100,7500000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,7,11600000
Suzuki,Every,2026,Brand New,Automatic,Petrol,660,20,9250000
Nissan,Roox,2024,Reconditioned,Automatic,Hybrid,658,28000,8950000
Suzuki,Wagon R,2024,Brand New,Automatic,Hybrid,660,1800,8500000
Audi,A3,2023,Used,Tiptronic,Petrol,1000,33000,21000000
Toyota,Harrier,2005,Used,Automatic,Petrol,2300,155000,9500000
Toyota,Aqua,2012,Used,Automatic,Hybrid,1496,138000,7550000
Mercedes Benz,CLA 180,2016,Used,Automatic,Petrol,1595,168000,15500000
Nissan,Almera,2025,Brand New,Tiptronic,Petrol,999,0,13900000
Mercedes Benz,S580e,2025,Brand New,Tiptronic,Petrol,3000,50,135000000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,60,9350000
Bentley,Flying Spur,2018,Used,Tiptronic,Petrol,4000,8000,125000000
Honda,Civic,2019,Used,Automatic,Petrol,1000,94000,13900000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,20,12100000
Perodua,Kelisa,2007,Used,Automatic,Petrol,1000,130000,4075000
BMW,528i,2011,* Excellent engine and gearbox,Automatic,Petrol,1998,84135,17800000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,990,15000,8700000
Toyota,Vitz,2009,Used,Automatic,Petrol,1000,55000,5950000
Land Rover,Range Rover Sport,2016,Used,Tiptronic,Diesel,2993,108832,37500000
Toyota,Land Cruiser Prado,2024,Reconditioned,Automatic,Petrol,2693,1200,62250000
Honda,Freed,2013,Used,Automatic,Hybrid,1500,221000,9100000
Daihatsu,Thor,2025,Reconditioned,Automatic,Petrol,990,5000,1060000
Audi,A3,2018,Used,Automatic,Petrol,1000,115000,11500000
Toyota,Other Model,2025,Brand New,Tiptronic,Diesel,2270,1000,33000000
Mahindra,KUV 100,2020,Used,Manual,Petrol,1200,28000,5900000
Toyota,Yaris Ativ,2025,Brand New,Automatic,Petrol,1200,0,16300000
Audi,Q7,2018,Used,Tiptronic,Petrol,2000,200000,26000000
Hyundai,Accent,2003,Used,Automatic,Petrol,1500,159000,3190000
DFSK,Glory,2021,Used,Automatic,Petrol,1500,46000,9250000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,6000,20600000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,658,2400,7800000
Toyota,Premio,2016,Used,Automatic,Petrol,1500,108000,15200000
Suzuki,Spacia,2026,Brand New,Automatic,Hybrid,660,0,10790000
Mitsubishi,Outlander,2015,Used,Automatic,Petrol,2499,104000,15000000
Honda,Vezel,2023,Import,Automatic,Hybrid,1500,30000,17500000
Toyota,Vios,2007,Reconditioned,Automatic,Petrol,1500,98000,5895000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,25,12400000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11350000
Toyota,Urban Cruiser,2026,Brand New,Automatic,Petrol,1000,0,11350000
Toyota,Raize,2025,Import,Automatic,Petrol,1200,7500,13650000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,16,12400000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,15650000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11350000
Honda,Vezel,2023,Import,Automatic,Hybrid,1500,30000,16400000
Peugeot,3008,2018,Used,Automatic,Petrol,1200,72000,14950000
Suzuki,XBee,2018,Used,Automatic,Hybrid,1000,78000,8175000
Toyota,Raize,2026,Import,Automatic,Hybrid,1200,8,15400000
Daihatsu,Rocky,2026,Brand New,Automatic,Hybrid,1200,0,14475000
Daihatsu,Mira,2026,Brand New,Automatic,Petrol,660,0,7550000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12650000
Honda,N-Box,2024,Reconditioned,Automatic,Petrol,660,10300,9650000
Mahindra,Scorpio,2026,Brand New,Automatic,Diesel,2179,0,13385593
Isuzu,Bighorn,1996,Used,Automatic,Diesel,3100,320000,6500000
Suzuki,Wagon R,2019,Used,Automatic,Hybrid,660,74000,7190000
Mercedes Benz,E250,2010,Used,Automatic,Petrol,1796,98905,14000000
Toyota,Raize,2025,Reconditioned,Automatic,Hybrid,1200,2400,13950000
Suzuki,Alto,2024,Reconditioned,Automatic,Petrol,660,4000,7350000
Mitsubishi,Pajero,1995,Used,Manual,Diesel,2800,408500,7500000
Suzuki,Wagon R,2026,Brand New,Automatic,Petrol,660,0,8390000
Micro,Rexton,2008,Used,Tiptronic,Diesel,2700,260000,6400000
Audi,A3,2023,Used,Tiptronic,Petrol,1000,33000,21000000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,0,9350000
Land Rover,Defender,2025,Brand New,Automatic,Hybrid,2000,40,79500000
Toyota,Roomy,2024,Import,Automatic,Petrol,1000,15000,9100000
Toyota,Land Cruiser Prado,2024,Reconditioned,Tiptronic,Petrol,2700,12000,61400000
